1181	1035	\N
1189	1039	\N
1184	1036	\N
1198	1046	\N
1187	1037	\N
1193	1041	\N
1186	\N	\N
1209	1055	\N
1195	1043	\N
1192	1042	\N
1196	1053	\N
1829	\N	\N
1199	1047	\N
1191	1040	\N
1200	1048	\N
1203	\N	\N
1211	\N	\N
1204	1051	\N
1205	1052	\N
1197	1044	\N
1210	1058	\N
1208	\N	\N
1159	1018	\N
1206	\N	\N
1185	\N	\N
1780	1401	\N
1231	\N	\N
1807	1420	\N
1226	1067	\N
1618	\N	\N
1223	\N	\N
1227	1068	\N
1693	\N	\N
1233	1072	\N
1656	\N	\N
1238	\N	\N
3335	\N	\N
1225	1069	\N
1234	1075	\N
1242	1080	\N
1232	1078	\N
1879	1470	\N
1240	1086	\N
2577	\N	\N
1244	\N	\N
1241	\N	\N
1245	\N	\N
1248	1082	\N
1237	\N	\N
1246	1081	\N
1213	1060	\N
1249	\N	\N
1262	1090	\N
1256	1085	\N
1222	1066	\N
1259	\N	\N
1216	\N	\N
1255	1084	\N
1267	1094	\N
1264	1091	\N
1243	\N	\N
1270	\N	\N
1269	1096	\N
1265	1093	\N
1260	\N	\N
1229	1070	\N
1257	1088	\N
1268	1098	\N
1580	1283	\N
1252	\N	\N
1224	\N	\N
1657	1334	\N
1284	1233	\N
1619	1311	\N
1310	\N	\N
1289	1111	\N
1303	\N	\N
1283	1107	\N
1694	1358	\N
1285	1115	\N
1282	\N	\N
1729	1436	\N
1746	\N	\N
1309	\N	\N
1296	1118	\N
1307	1126	\N
1312	1127	\N
1290	1112	\N
1291	1113	\N
1301	\N	\N
1298	1121	\N
1299	1124	\N
2458	\N	\N
1302	\N	\N
1304	\N	\N
2978	2041	\N
1308	\N	\N
1313	1128	\N
1300	1122	\N
1321	\N	\N
1297	1119	\N
1314	1129	\N
1315	1130	\N
1322	\N	\N
1318	\N	\N
1316	1132	\N
1324	1135	\N
1288	1109	\N
1581	1284	\N
1325	\N	\N
1323	\N	\N
1247	1097	\N
1320	1134	\N
1294	1120	\N
1274	1100	\N
1332	1142	\N
1658	\N	149
1346	\N	\N
1620	\N	\N
1809	1423	\N
1343	\N	\N
1359	1159	\N
1367	1165	\N
1339	1150	\N
1347	\N	\N
1349	\N	\N
2675	\N	\N
1342	\N	\N
1831	1744	\N
1335	1146	\N
1348	1156	\N
1695	\N	\N
1747	\N	\N
1345	1155	\N
1352	\N	\N
1350	\N	\N
1356	\N	\N
1351	\N	\N
1360	1160	\N
1366	1164	\N
1362	1161	\N
1372	1169	\N
1355	\N	23
1354	\N	\N
1369	1166	\N
1374	1170	\N
1365	\N	\N
1376	1172	\N
1361	\N	\N
1353	1157	\N
1373	\N	\N
1371	1168	\N
1381	1176	\N
1375	1171	\N
1382	\N	133
1379	1174	\N
1582	1285	\N
1378	\N	\N
1383	\N	\N
1364	1163	\N
1326	\N	\N
1357	\N	\N
1731	1375	\N
1621	\N	\N
1391	\N	\N
1761	1391	\N
2459	1791	\N
1428	\N	\N
1397	1184	\N
1439	1206	\N
1659	\N	\N
1396	\N	134
1696	\N	\N
1406	1189	\N
1409	\N	136
1407	\N	\N
1408	\N	\N
1420	1196	\N
1404	\N	\N
1401	1187	\N
1413	1192	\N
1783	\N	\N
1421	1197	\N
1412	1190	\N
1423	1199	\N
1425	1200	\N
1417	\N	\N
1438	\N	\N
1429	\N	\N
1419	\N	\N
1427	\N	\N
1430	1202	\N
1426	1201	\N
1441	\N	\N
1832	\N	\N
1388	1179	\N
1436	1204	\N
1432	1203	\N
1415	1194	\N
1414	1193	\N
1437	1308	\N
1392	\N	\N
1399	1186	\N
1398	1185	\N
1402	\N	\N
1418	\N	\N
1434	\N	\N
1433	\N	\N
1435	\N	\N
1622	\N	145
1464	1216	\N
1660	1337	\N
1462	\N	\N
2676	\N	\N
1697	1360	\N
1451	\N	129
1457	\N	\N
1749	1385	\N
1465	1217	\N
1463	\N	\N
1455	1214	\N
1745	1383	\N
1456	\N	\N
1461	972	\N
1469	\N	\N
1447	1210	\N
2455	\N	\N
1466	1218	\N
1473	\N	\N
1467	\N	\N
1468	\N	\N
1475	1221	\N
1477	\N	\N
1481	1223	\N
1487	\N	\N
1480	\N	140
1492	1228	\N
1784	\N	\N
1584	1289	\N
1498	\N	\N
1490	\N	\N
1499	\N	\N
1474	1220	\N
1453	1212	\N
1472	1442	\N
1479	\N	141
1482	1224	\N
1484	1225	\N
1493	1229	\N
1497	1230	\N
1449	\N	\N
1476	\N	\N
1483	\N	\N
1488	\N	\N
1486	\N	\N
1623	1316	\N
1514	\N	\N
1517	1240	\N
1661	1338	\N
1549	1264	\N
1552	1266	\N
1698	1361	\N
1744	1382	\N
1272	\N	\N
1833	1441	\N
1528	1246	\N
2460	\N	\N
890	2244	\N
1525	1244	\N
1520	1242	\N
1521	1413	\N
1523	1243	\N
1519	1250	\N
1531	1249	\N
1534	1252	\N
1529	\N	\N
1535	1253	\N
1532	\N	\N
1539	1257	\N
1537	1255	\N
1533	1251	\N
1541	1259	\N
1750	\N	\N
1542	1260	\N
3501	\N	267
1545	1263	\N
1500	1231	\N
1553	1267	\N
1538	1256	\N
1556	1317	\N
1585	1288	\N
1554	\N	\N
1550	\N	\N
1555	\N	\N
1522	1247	\N
1513	1237	\N
1527	1245	\N
1505	\N	\N
1526	\N	\N
1586	\N	\N
1748	1384	\N
1624	1312	\N
5	\N	\N
1	\N	\N
125	\N	\N
172	\N	\N
193	\N	\N
1699	\N	\N
8	\N	14
7	\N	4
12	138	\N
16	149	\N
22	154	\N
30	165	\N
48	201	\N
55	215	\N
58	218	\N
61	222	\N
64	224	\N
62	227	\N
70	233	\N
69	232	\N
73	235	\N
74	236	\N
88	247	\N
93	252	\N
104	260	\N
118	274	\N
115	275	\N
116	269	\N
122	279	\N
123	\N	10
130	282	\N
140	291	\N
156	342	\N
158	307	\N
178	343	\N
171	332	\N
184	348	\N
181	346	\N
185	349	\N
195	355	\N
201	360	\N
211	367	\N
1548	1269	\N
1662	1339	\N
1700	1362	\N
417	\N	\N
419	\N	\N
433	\N	\N
497	\N	\N
561	\N	\N
1786	1404	\N
1812	1426	\N
868	\N	\N
1848	1452	\N
940	\N	\N
1111	\N	\N
2461	\N	\N
1368	\N	\N
1389	\N	\N
1502	\N	\N
1508	\N	\N
1587	\N	\N
2578	\N	\N
1543	1261	\N
1751	\N	\N
220	371	\N
253	\N	24
267	402	\N
287	424	\N
295	431	\N
297	432	\N
347	466	\N
398	504	\N
407	\N	160
435	527	\N
464	550	\N
465	551	\N
584	763	\N
607	646	\N
636	669	\N
695	711	\N
807	819	\N
839	825	\N
984	909	\N
1081	969	\N
1158	1016	\N
1190	\N	125
1385	1178	\N
1448	\N	44
1544	1262	\N
1626	1314	\N
296	\N	\N
352	\N	\N
406	\N	\N
1752	1386	\N
621	\N	\N
922	\N	\N
1813	1427	\N
1849	1453	\N
1411	\N	\N
1431	\N	\N
1588	\N	\N
1861	1463	\N
1663	\N	\N
1701	\N	\N
1872	1643	\N
2462	\N	\N
1890	\N	162
1912	\N	165
1834	\N	\N
1928	1495	\N
1937	1502	\N
1880	\N	\N
1950	1513	\N
1921	\N	\N
1943	\N	\N
1958	\N	\N
1964	\N	\N
1970	\N	\N
710	724	\N
1979	\N	\N
1985	\N	\N
523	\N	\N
290	427	\N
408	510	\N
582	629	\N
640	\N	50
684	706	\N
697	\N	28
711	\N	42
761	756	\N
810	800	\N
1202	1050	\N
1207	1054	\N
1219	1062	\N
1276	1101	\N
1341	1151	\N
1558	1271	\N
1627	1315	\N
1702	1363	\N
1781	1402	\N
856	\N	\N
1835	1443	\N
1263	\N	\N
1311	\N	\N
1850	1454	\N
1446	\N	\N
1458	\N	\N
1871	1468	\N
1897	1480	\N
1664	\N	\N
1889	1476	\N
1273	\N	\N
1753	\N	\N
2677	\N	\N
1929	1496	\N
872	844	\N
1938	1489	\N
1944	1507	\N
1951	1512	\N
1862	\N	\N
1881	\N	\N
1904	\N	\N
1922	\N	\N
487	\N	\N
469	553	\N
524	586	\N
539	\N	38
596	639	\N
626	661	\N
748	747	\N
797	788	\N
802	792	\N
818	810	\N
840	828	\N
870	1412	\N
923	\N	112
985	910	\N
1034	1105	\N
1220	\N	128
1329	1141	\N
1331	1143	\N
1395	1183	\N
1589	1292	\N
224	\N	\N
353	\N	\N
527	\N	\N
1703	\N	150
645	\N	\N
1754	1387	\N
867	\N	\N
1789	1408	\N
1048	\N	\N
1044	\N	\N
1815	1428	\N
1387	\N	\N
1491	\N	\N
1836	1444	\N
1628	\N	\N
1873	\N	\N
363	478	\N
3098	2106	\N
1882	1471	\N
1905	\N	163
1914	1488	\N
1923	1491	\N
1952	\N	166
1959	\N	167
1863	\N	\N
1891	\N	\N
1898	\N	\N
1930	\N	\N
1939	\N	\N
1965	\N	\N
1971	\N	\N
462	549	\N
580	626	\N
608	648	\N
692	712	\N
754	750	\N
759	754	\N
780	773	\N
816	805	\N
1155	1014	\N
1235	1076	\N
1287	1110	\N
1363	1162	\N
1377	1173	\N
1390	1181	\N
1510	1239	\N
1590	1291	\N
1666	1340	\N
1704	\N	150
751	\N	\N
770	\N	\N
1782	\N	155
1214	\N	\N
1837	1445	\N
1393	\N	\N
1852	1456	\N
1511	\N	\N
3594	2352	\N
1874	1469	\N
1899	1481	\N
1906	1483	\N
1629	\N	\N
1452	1213	\N
2463	1792	\N
1931	1497	\N
1946	1517	\N
1953	1514	\N
1755	\N	\N
1334	1145	\N
1790	\N	\N
1982	1523	\N
1883	\N	\N
1892	\N	\N
1915	\N	\N
1924	\N	\N
1960	\N	\N
1966	\N	\N
1972	\N	\N
1976	\N	\N
476	558	\N
537	591	\N
583	630	\N
637	670	\N
702	717	\N
811	803	\N
878	847	\N
968	900	\N
987	912	\N
1011	\N	28
1157	1017	\N
1228	1087	\N
1337	1148	\N
1344	1154	\N
1442	1326	\N
1630	1318	\N
1667	1341	\N
443	\N	\N
1705	1365	\N
1756	1388	\N
758	\N	\N
1059	\N	\N
1787	1405	\N
1459	\N	\N
1524	\N	\N
863	840	\N
1805	1418	\N
1900	1482	\N
1907	1484	\N
1932	1498	\N
1865	\N	\N
1941	1503	\N
1947	1509	\N
2764	1940	\N
1853	\N	\N
1875	\N	\N
1884	\N	\N
1893	\N	\N
1916	\N	\N
1961	\N	\N
1967	\N	\N
239	384	\N
291	428	\N
301	\N	18
348	467	\N
466	\N	33
477	557	\N
522	584	\N
543	597	\N
555	609	\N
643	676	\N
688	1286	\N
920	870	\N
1012	\N	28
1097	983	\N
1105	\N	118
1166	1025	\N
1293	1116	\N
1504	1234	\N
1557	1270	\N
1631	\N	146
510	\N	\N
1668	1342	\N
895	\N	\N
904	\N	\N
927	\N	\N
1795	1434	\N
1043	\N	\N
1098	\N	\N
1253	\N	\N
1258	\N	\N
1279	\N	\N
1338	\N	\N
1839	1447	\N
1503	\N	\N
1854	1457	\N
1885	1472	\N
2464	1793	\N
1706	\N	\N
1757	\N	\N
1165	\N	\N
1866	\N	\N
1876	\N	\N
1894	\N	\N
1901	\N	\N
1917	\N	\N
1933	\N	\N
1116	\N	119
240	385	\N
289	426	\N
350	470	\N
411	512	\N
447	536	\N
472	555	\N
509	575	\N
532	589	\N
635	668	\N
749	799	\N
913	865	\N
942	882	\N
936	880	\N
993	917	\N
1072	961	\N
1109	\N	169
1139	1005	\N
1221	1063	\N
1450	1211	\N
1593	1293	\N
1669	1346	\N
1793	1407	\N
693	\N	\N
1791	\N	156
866	\N	\N
1855	1458	\N
1867	1465	\N
1403	\N	\N
1594	\N	\N
1632	\N	\N
1877	1477	\N
2465	\N	\N
1886	1473	\N
1758	\N	\N
1909	1485	\N
1925	1492	\N
1840	\N	\N
1934	1499	\N
1948	1510	\N
1973	1520	\N
1895	\N	\N
1980	\N	168
1918	\N	\N
1962	\N	\N
1968	\N	\N
1977	\N	\N
1983	\N	\N
246	391	\N
405	509	\N
525	1056	\N
538	594	\N
642	674	\N
819	811	\N
906	858	\N
925	873	\N
930	876	\N
986	911	\N
1096	978	\N
1106	986	\N
1156	1020	\N
1188	1038	\N
1218	1061	\N
1440	1207	\N
1507	156	\N
1516	1238	\N
292	\N	\N
298	\N	\N
1633	1319	\N
1670	1343	\N
869	\N	\N
877	\N	\N
885	\N	\N
1005	\N	\N
1049	\N	\N
1055	\N	\N
1142	\N	\N
1160	\N	\N
1708	1370	\N
1386	\N	\N
1759	1389	\N
1792	1406	\N
1856	1459	\N
1868	1466	\N
1887	1474	\N
1910	1486	\N
1794	\N	\N
2466	1794	\N
1902	\N	\N
1926	\N	\N
1956	\N	\N
255	397	\N
351	471	\N
360	475	\N
369	482	\N
587	633	\N
641	673	\N
699	715	\N
712	725	\N
806	797	\N
837	830	\N
894	895	\N
990	915	\N
1014	928	\N
1121	994	\N
1215	\N	126
1236	1077	\N
1328	1137	\N
1424	\N	137
1443	1208	\N
1454	\N	138
1471	\N	120
357	\N	\N
1671	1344	\N
1737	1478	\N
1047	\N	\N
1053	\N	\N
1089	\N	\N
1275	\N	\N
1460	\N	\N
1760	1390	\N
1799	1411	\N
1857	1460	\N
1709	\N	\N
1869	1467	\N
2467	\N	\N
1888	1475	\N
1911	\N	164
1842	\N	\N
