366	1415	10	\N	closed	expired	\N	\N	f
349	1596	2	\N	closed	withdrawn	\N	\N	f
365	1061	10	\N	closed	expired	\N	\N	f
368	1019	11	\N	closed	expired	\N	\N	f
374	402	7	\N	closed	expired	\N	\N	f
370	241	11	\N	closed	expired	\N	\N	f
376	432	10	\N	closed	expired	\N	\N	f
380	487	10	\N	closed	expired	\N	\N	f
381	1157	10	\N	closed	expired	\N	\N	f
382	1361	11	\N	closed	expired	\N	\N	f
384	2069	7	\N	closed	expired	\N	\N	f
385	1415	2	\N	closed	expired	\N	\N	f
1405	2062	2	\N	closed	expired	\N	\N	f
298	493	7	\N	closed	accepted	\N	\N	f
267	452	7	\N	closed	accepted	\N	\N	f
137	176	2	\N	closed	withdrawn	\N	\N	f
268	1995	8	\N	closed	accepted	\N	\N	f
295	873	10	\N	closed	expired	\N	\N	f
300	493	1	16682	closed	\N	\N	\N	f
174	2085	5	\N	closed	accepted	\N	\N	f
545	2154	4	\N	closed	accepted	\N	\N	f
270	2035	7	16536	closed	\N	\N	\N	f
383	840	11	\N	closed	withdrawn	\N	\N	f
284	131	8	\N	closed	accepted	\N	\N	f
271	1964	7	\N	closed	accepted	\N	\N	f
510	2140	1	\N	closed	declined	Sorry guys, but this genre wouldn't work at Gravity.  Best of luck! Andy	\N	f
273	1995	7	\N	closed	accepted	\N	\N	f
288	157	9	\N	closed	expired	\N	\N	f
447	942	19	\N	closed	accepted	\N	\N	f
275	132	7	\N	closed	accepted	\N	\N	f
274	2035	7	\N	closed	accepted	\N	\N	f
1766	2091	46	\N	open	\N	\N	\N	f
1238	452	41	\N	closed	withdrawn	\N	\N	f
291	2112	2	\N	closed	expired	\N	\N	f
296	942	10	\N	closed	expired	\N	\N	f
278	840	7	\N	closed	accepted	\N	\N	f
294	2069	11	\N	closed	expired	\N	\N	f
282	2099	7	\N	closed	accepted	\N	\N	f
285	310	9	\N	closed	expired	\N	\N	f
852	1361	16	\N	closed	expired	\N	\N	f
1153	176	46	\N	closed	expired	\N	\N	f
283	131	7	\N	closed	accepted	\N	\N	f
1490	2311	58	\N	open	\N	\N	\N	f
261	1748	11	16571	closed	\N	\N	\N	f
277	840	11	16572	closed	\N	\N	\N	f
297	2060	11	\N	closed	accepted	\N	\N	f
299	493	11	\N	closed	accepted	\N	\N	f
269	2035	11	\N	closed	accepted	\N	\N	f
301	2113	7	\N	closed	accepted	\N	\N	f
302	1898	7	\N	closed	accepted	\N	\N	f
583	1596	25	\N	closed	declined	Downtown Calgary thanks you for applying to this program. Please consider applying to future CDA programs. Happy gigging!	\N	f
677	1913	27	17206	closed	\N	\N	\N	f
1767	2265	1	\N	open	\N	\N	\N	f
345	943	1	\N	closed	declined		\N	f
1406	224	46	\N	closed	withdrawn	\N	\N	f
1233	383	50	18044	closed	\N	\N	\N	f
1154	2091	22	\N	closed	expired	\N	\N	f
293	1732	7	\N	closed	accepted	\N	\N	f
303	347	7	\N	closed	accepted	\N	\N	f
1239	1596	50	\N	closed	withdrawn	\N	\N	f
317	452	11	\N	closed	accepted	\N	\N	f
313	2114	7	\N	closed	accepted	\N	\N	f
113	2072	4	\N	closed	expired	\N	\N	f
353	1995	10	\N	closed	withdrawn	\N	\N	f
305	2035	10	\N	closed	withdrawn	\N	\N	f
308	987	11	\N	closed	expired	\N	\N	f
373	1399	1	\N	closed	declined	Duplicate booking	\N	f
306	2005	4	\N	closed	expired	\N	\N	f
357	2123	11	\N	closed	withdrawn	\N	\N	f
323	2099	7	\N	closed	expired	\N	\N	f
326	2113	11	\N	closed	expired	\N	\N	f
330	487	8	\N	closed	accepted	\N	\N	f
