,about,demographic,ispublic,coverphoto,stages,hiresphotos,medialinks,headline,preferredpronouns,diversitytagids,eventnumber,venuenumber,links,Artist_Score,Profile_Rating
04daeb01-5d7e-4d81-89a5-bcee89ec681b,1,1,0,2,1,1,1,1,0,0,0.0,0.0,0,8.0,1.0
050270db-8a83-411c-a05e-4439c14d9fe1,1,1,5,2,1,0,1,0,0,0,0.0,0.0,3,14.0,2.0
05246847-564a-4a5b-b13f-86e5b296a1a4,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
052bf2ac-bd47-404f-abd0-2b98a0e91011,1,1,5,2,1,0,1,1,0,0,0.0,0.0,5,17.0,3.0
052e5637-f912-411a-bba2-d03b8c4f39f7,1,0,5,0,0,0,1,1,0,0,0.0,0.0,3,11.0,2.0
05481ce6-85fb-4f74-bfc4-c723d3782f00,1,1,5,2,1,1,1,1,0,0,0.0,0.0,0,13.0,2.0
05790ad8-561e-4539-9c5b-65c617a73efb,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
0587425f-e101-4aef-acd1-bcd2178daaa5,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
05b1607d-b23a-4a9d-b72d-ab10f4c808b0,1,1,5,2,1,1,1,1,0,1,0.0,0.0,5,19.0,3.0
05c0900c-45fd-40bf-96d5-1f1f6a00cc9d,1,0,5,2,1,0,1,1,0,0,0.0,0.0,4,15.0,3.0
06022cdc-19eb-4167-9a95-4fd5cf859cd8,1,0,5,0,0,1,1,0,0,0,0.0,0.0,5,13.0,2.0
062488a4-d9d3-4fda-9516-712a958a6eaf,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,4,15.214044943820223,3.0
06705450-bb52-4d3d-8080-28b1e72d039c,1,1,5,2,1,1,1,1,0,0,0.1544943820224719,0.2,5,18.354494382022473,3.0
0680d9c4-6617-4fde-9d7c-199117cac1f4,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,0.0
0682410f-ac56-4894-960e-56bda19a2c72,0,0,5,2,0,1,1,0,0,1,0.0,0.0,3,13.0,2.0
06a5e4cb-8b86-4e02-893c-ad010e1563dc,0,0,5,0,0,0,1,0,0,0,0.0,0.0,2,8.0,1.0
072d8680-8be9-4929-8ccf-17301bbd40a1,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
073287c7-448d-43d0-b495-993cfb3d3a92,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,18.214044943820223,3.0
0737e1b1-6335-44dd-ba1c-03b9e5660ed8,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
07467a1f-46ef-4912-aaa9-4d487771a42e,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
075e8e91-4088-4dad-9b4b-c168242a4807,1,0,5,0,0,0,1,1,0,0,0.0,0.0,0,8.0,1.0
0762318b-b61e-4d87-90b5-44f64a8d16c1,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
076d4533-0ab2-4bbc-b2ab-0aa84341430b,1,0,5,0,0,1,1,0,0,0,0.0,0.0,5,13.0,2.0
077c84ce-305b-4b98-b942-e404a515b7a5,1,1,5,2,1,1,1,1,0,0,3.8061797752809,1.0,5,22.8061797752809,4.0
07806c24-3f95-404e-9147-90704be30a20,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,18.214044943820223,3.0
07975589-4da5-4e9b-8e3f-838f8dcaa7e6,1,0,5,2,0,1,1,1,0,1,0.0,0.0,5,17.0,3.0
0799d50d-91b8-49b9-ba41-d7bee231b412,1,0,5,2,0,1,1,1,0,0,0.0,0.0,1,12.0,2.0
07a11a6a-cb48-49bb-abca-d47b390194b4,1,0,5,0,0,0,1,0,0,0,0.0702247191011236,0.6,2,9.670224719101123,2.0
07ba95c1-a6f0-4e0e-87be-dcda1c5af886,1,1,5,2,1,1,1,1,0,1,0.014044943820224719,0.2,2,16.214044943820223,3.0
07c11c21-9ed8-4793-b52f-b905b7d1eacb,1,0,5,2,1,1,1,1,0,0,0.042134831460674156,0.4,2,14.442134831460674,3.0
07c39213-aaf0-4a4f-a222-0e4104168e95,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
082446f5-2571-4f5d-81cb-fa63a68d102a,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,5,16.214044943820223,3.0
083c3a7d-a86a-4edb-9e19-e1f3b6c0eb33,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0
083dbf19-a442-4956-a36f-1d85eefcd6ad,0,0,5,0,0,0,1,0,0,0,0.0,0.0,0,6.0,1.0
0857b89b-b89d-4269-aede-f75b4d976ae3,1,1,5,0,1,0,1,1,0,0,0.0,0.0,5,15.0,3.0
085d54e7-9d25-4065-bb06-dfe29a65786b,1,0,5,2,0,1,1,1,0,0,0.0,0.0,4,15.0,3.0
0863630f-0fe7-488b-a197-8e176899a3b4,1,0,5,0,0,0,1,1,0,0,0.0,0.0,0,8.0,1.0
0904a54c-d5f2-4394-9860-cf4ab087bcf4,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
0924c3d9-7bbc-4a8d-837c-0bd1ca51c85d,1,0,5,0,0,0,1,1,0,0,0.0,0.0,3,11.0,2.0
0993ba48-e7e9-45f6-827d-84561accbc32,1,1,5,2,1,1,1,1,0,0,0.056179775280898875,0.6,5,18.656179775280897,3.0
09a29502-7bc3-43c3-9276-d4d2d4bf6644,1,0,5,0,0,0,1,1,0,0,0.0,0.0,4,12.0,2.0
09a4c111-ef63-4bb3-a8e4-a9aea9eb98fe,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
09a7d38f-f5be-4c24-af6e-5aee932504a6,1,0,5,0,0,0,1,1,0,1,0.0,0.0,0,9.0,2.0
09c236ab-92a8-4d0c-95f4-d280f253659c,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
09e4f0cd-b1d0-4b09-bb5c-51270b51a29b,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
0a13059f-25a5-4bde-afc4-ad01fec36b5d,1,0,5,2,1,0,1,1,0,1,0.0,0.0,5,17.0,3.0
0a33fc4d-d986-41c9-a175-47b19b43e67e,1,0,0,2,0,1,1,1,0,1,0.042134831460674156,0.2,0,7.242134831460675,1.0
0a4817ec-b62c-4c28-9928-3cfa30b1d06b,1,0,0,2,0,1,1,1,0,0,0.0,0.0,0,6.0,1.0
0a50be97-25a9-4c1f-9d0b-d61d65656ba8,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0
0a55f1c8-a84b-449f-b91b-b6e43969de66,0,0,5,0,0,0,1,1,0,0,0.0,0.0,0,7.0,1.0
0a63a49b-737f-460c-b06f-e6caa67fccb4,0,0,5,2,0,1,1,1,0,0,0.6179775280898876,0.2,5,15.817977528089887,3.0
0a6d0a27-ff81-4b56-ad7f-a981971adbb8,1,0,5,0,0,1,1,0,0,0,0.0,0.0,4,12.0,2.0
0ad21fd0-ea08-476c-b42d-823ec7eaa2a4,1,0,0,2,0,1,1,1,0,0,0.0,0.0,0,6.0,1.0
0ae8779b-dce6-4dc4-8487-71454f8e6a96,1,0,5,0,0,0,1,1,0,0,0.0,0.0,3,11.0,2.0
0af3f779-ef96-4a36-92c3-a5c75c0cf1ac,1,0,5,2,0,0,1,1,0,0,0.014044943820224719,0.2,5,15.214044943820223,3.0
0af45307-4566-40bf-83bf-e04bf1dee410,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
0b142b05-115f-4d28-bd6a-bd6719bc5ad0,1,0,5,2,0,0,1,0,0,0,0.014044943820224719,0.2,1,10.214044943820223,2.0
0b17b08b-77ed-4d9f-901d-2dfa3cfd917c,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0
0b740989-22ae-45b8-ae52-3ed0812aa3bf,1,0,5,2,0,1,1,1,0,0,0.0,0.0,4,15.0,3.0
0b817163-9b7f-4eee-8db7-585ac54cb3de,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
0b83afaf-c958-409a-8b6c-cd480da34c75,1,1,5,2,1,1,1,1,0,0,0.11235955056179775,0.6,5,18.7123595505618,3.0
0ba3ecea-9556-447f-8288-520c1d1a716b,1,0,5,2,1,1,1,1,1,1,0.042134831460674156,0.2,5,19.242134831460675,3.0
0bb4f5a9-d0ed-406c-ae83-cf9f114e8b92,1,0,5,2,1,0,1,0,0,0,0.028089887640449437,0.2,2,12.228089887640449,2.0
0bbaf0a4-67b7-4007-a77e-25cf2050545c,1,0,5,2,0,1,1,1,0,1,0.0,0.0,5,17.0,3.0
0bbbe547-ddee-4061-bd03-78c3bcab2b5c,1,0,5,2,1,1,1,1,0,0,1.99438202247191,3.8,5,22.79438202247191,4.0
0bf19a04-5bb8-4c3d-abd3-592e1a9edf12,1,1,5,2,1,1,1,1,0,0,0.08426966292134831,0.4,5,18.48426966292135,3.0
0bf2eb06-1d34-41fc-9eb5-1770b2af8f30,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
0bf87f30-3b1c-4113-b05f-1820d2c90334,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
0c0f021c-49f6-4786-b866-4b4ae1ffe74c,1,0,5,0,0,0,0,0,0,0,0.0,0.0,0,6.0,1.0
0c2affea-fd06-4d1f-886b-699de22c75f6,1,0,5,2,1,1,1,0,0,0,0.014044943820224719,0.2,5,16.214044943820223,3.0
0c5c0595-0352-4011-9f82-5a527dc78124,0,0,5,0,0,0,1,0,0,0,0.0,0.0,4,10.0,2.0
0c6f9b28-b6d2-4ec5-8dd8-4bfd4383cda9,1,0,5,2,0,0,1,1,1,1,0.0,0.0,2,14.0,2.0
0c77808e-2f1d-4fb1-b0de-726e8250798c,1,1,5,2,1,1,1,1,1,1,0.0,0.0,3,18.0,3.0
0ca4302a-32de-4900-a49e-1b71a3c717f7,1,0,5,2,0,1,1,1,0,0,0.1544943820224719,0.4,5,16.554494382022472,3.0
0d0150bc-7922-49c5-8b6b-535910e8b475,0,0,5,0,0,0,1,1,0,0,0.0,0.0,0,7.0,1.0
0d07de2d-f479-4dbf-bed0-23d81b9a3c01,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
0d215f0a-fc18-4f7d-955b-8cef4eb2b033,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
0d910a76-bdb1-4e5a-a98d-003c3a66fbd1,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
0d99fe56-3f88-4326-8881-fb694e069d13,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
0da8ca45-9a3c-4b55-ac8e-1ec17bc0c0d5,0,0,0,2,0,0,1,1,0,0,0.0,0.0,0,4.0,1.0
0e018e35-289f-4c43-ab57-d0fbd81a423e,1,0,5,2,0,1,1,1,1,1,0.0,0.0,5,18.0,3.0
0e7cf02c-2aa3-4d40-b888-72efc7f174c2,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
0e93508d-daa8-4a3d-8b65-9994047690a2,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
0e9e6182-0969-466d-9654-fa9ffb48871b,0,0,5,0,0,0,1,0,0,0,0.0,0.0,0,6.0,1.0
0eabb47a-6660-4a1e-95bc-a0d476ebbbc4,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
0eac0609-e4b1-4c9c-898b-7deffe38e21e,0,0,5,2,0,1,1,1,0,1,0.042134831460674156,0.2,5,16.242134831460675,3.0
0ecc951d-f699-4f63-bf10-e5401e35c0ac,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,18.214044943820223,3.0
0ece9f4d-28ee-453b-aad5-83117fb1bf29,1,1,5,2,1,0,1,0,0,0,0.0,0.0,4,15.0,3.0
0ed4128d-2eba-43db-9a8e-d5ca012581ed,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
0ef01b15-3c55-41f5-92f8-75e08ed85ee5,1,0,5,0,1,1,1,1,0,0,0.0,0.0,5,15.0,3.0
0ef3b85a-ec94-40ca-9772-1093574753fd,1,0,5,2,0,1,1,1,0,0,0.028089887640449437,0.4,5,16.42808988764045,3.0
0ef6d8c0-9809-446f-b80a-dd9ccb8fa098,1,1,5,2,1,1,1,1,0,0,0.09831460674157302,0.6,5,18.698314606741572,3.0
0f118c74-104f-46e8-9cb3-c8b60b74e17b,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
0f3ab4d5-63ef-4998-b8f0-eda3030317b3,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
0f4f0ab0-4e4f-44e3-aa54-698ef7adea69,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0
0f7382ee-fbe9-4732-8b29-c956572afcc6,0,0,0,0,0,0,1,0,0,0,0.028089887640449437,0.2,0,1.2280898876404494,0.0
0f9f4b65-e82e-44f5-aba2-0cad2ec2bc67,1,1,5,2,1,1,1,1,1,1,0.0,0.0,5,20.0,4.0
0f9fdfe7-4b7c-4ad8-9bc7-3d94ac38e5d7,1,1,5,2,1,1,1,1,1,1,0.042134831460674156,0.4,5,20.442134831460674,4.0
0ff7e2f0-d8c7-42b1-a492-70870f8d575e,1,0,5,0,1,0,1,1,1,1,0.0,0.0,3,14.0,2.0
1004e175-b2f0-475d-a414-137560bcd79b,1,0,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,4,16.214044943820223,3.0
10241987-5a40-4c9a-874c-401afc513148,1,0,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,17.214044943820223,3.0
1028abad-d522-42f6-ae2a-0c2a47f64d5a,1,0,5,2,0,1,1,1,0,0,0.042134831460674156,0.2,5,16.242134831460675,3.0
1035f7b5-e8a5-4a60-ad3d-48e5a11f4eb6,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0
103c5e10-af5e-4c66-932b-9b1e4685b6b4,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
105d43d0-bca4-464b-9e16-8c9db639a639,1,0,5,2,1,1,1,1,0,0,0.0,0.0,2,14.0,2.0
105e3c42-cec7-4f93-898f-4b5442947b37,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
106a7bba-72e8-4557-9797-065e3113e9ce,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
107266a3-cadb-40bd-94a5-60bcb97a91dd,1,0,5,0,0,0,0,0,0,0,0.014044943820224719,0.2,0,6.214044943820225,1.0
10838c0a-184d-464e-95b3-e4352e666966,1,0,5,0,0,0,0,0,0,0,0.0,0.0,0,6.0,1.0
10aa216c-474d-4987-8ee9-2069e45bdfb5,1,1,5,2,1,0,1,1,0,0,0.028089887640449437,0.2,1,13.228089887640449,2.0
10dc61ba-9263-43be-a648-cbeceb70e869,1,0,5,2,1,1,1,1,1,1,0.014044943820224719,0.2,5,19.214044943820223,3.0
10f40bc4-ee46-41b2-b6e5-64a9ec977f1e,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
112a2337-b2c5-4198-9f32-25e50ff1e558,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,0.0
115450e1-2890-439d-9898-b6ec278301c6,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0
11639414-bd3e-49f2-9106-f3bb032c0d87,1,1,5,2,1,1,1,1,1,1,0.11235955056179775,1.2,4,20.312359550561798,4.0
11956eb7-9e28-46ff-9d58-e422ef67f168,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
11989bb4-d81e-4b26-b0fe-a917c1d5ace2,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
11b72dcd-1f6e-43ee-8da4-282c6e72f12a,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,18.214044943820223,3.0
12526366-d6c1-48a1-a884-8d9548b554fd,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
12605b6b-a005-45d6-a334-7726529b6f8e,1,1,5,2,1,1,1,1,0,0,1.657303370786517,2.0,5,21.657303370786515,4.0
126e95f6-15ea-481a-80e3-d370dc286321,1,0,5,2,0,1,1,1,0,0,0.0,0.0,0,11.0,2.0
128c1d10-a7dc-4b18-8200-d550f2a685cb,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
12a2ad5c-e88c-498d-afc6-ab68d50a5852,1,0,5,2,0,0,1,1,0,0,0.028089887640449437,0.2,5,15.228089887640449,3.0
1313c5b0-73ce-4041-8a60-3a86569f6b63,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0
131c74a8-8d69-4230-a1a5-4a1295917bfc,1,0,0,0,0,0,1,0,0,0,0.014044943820224719,0.2,0,2.214044943820225,0.0
131e491b-8e5b-4907-a5bc-9d4e20d2e29f,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0
1321a2d0-8962-470d-855d-cbe5f5b4f97b,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
133ab9dd-a39f-45e9-ad06-001e0c9d406b,1,1,5,2,1,0,1,1,0,1,0.0,0.0,0,13.0,2.0
13672dde-82d6-4ffc-b6f4-ac8578d8f5a9,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
13730b78-7893-4822-a0f5-7917ceeda487,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
137ae559-8725-41fe-ba18-240accc4f877,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,1,12.214044943820223,2.0
139d7b08-6002-42af-ac13-38e97149ff76,1,0,5,2,0,1,1,1,0,1,0.0,0.0,5,17.0,3.0
13abc21a-a4f4-4d05-b2bf-b21145827d2b,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
13c4fda7-e2ad-47a4-b83a-fc1ab2010614,1,0,5,0,0,1,1,1,0,1,0.0,0.0,5,15.0,3.0
13e27c6b-95cc-4d72-8c98-6a3845035a49,1,0,5,2,0,0,1,1,1,1,0.0,0.0,5,17.0,3.0
13ef4a97-1c8b-4803-9eaf-a0f7f1108c85,1,0,5,2,0,1,1,1,0,0,0.028089887640449437,0.2,5,16.22808988764045,3.0
140cb911-642e-4b6b-837b-26995670cd07,1,0,5,2,1,0,0,0,0,0,0.0,0.0,0,9.0,2.0
1447a56f-6a17-4a32-a527-651b415aa85f,1,1,5,2,1,1,1,1,0,1,0.0,0.0,5,19.0,3.0
144dc079-d717-4ed4-a82e-deeb76624056,1,0,5,2,1,1,1,1,1,1,0.014044943820224719,0.2,5,19.214044943820223,3.0
144ec971-1c92-4d4e-a60d-a2c453cf1f24,1,1,5,2,1,1,1,1,0,0,0.46348314606741575,0.8,5,19.263483146067415,3.0
149931f2-38c9-4513-9b04-14a2975e5f8e,0,0,5,0,0,0,1,0,0,0,0.0,0.0,0,6.0,1.0
14a2a8a0-0114-4b26-a339-cc96d9d9074e,1,1,5,0,1,0,1,1,0,0,0.0,0.0,0,10.0,2.0
14ae6ebe-b0ff-4a8d-a01b-9ff692491cb3,1,1,5,2,1,1,1,1,1,1,0.028089887640449437,0.4,5,20.42808988764045,4.0
14b4d1af-b51f-45cd-913a-2dd231ea6d98,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
15003c3e-9065-44b9-85f5-d3d288f783f7,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
1533cf44-1a1d-47b7-af3a-05c0af4c55ee,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
154a5aed-c6d3-4ed7-930c-003be7a28aed,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,0,11.214044943820223,2.0
1576bc7f-35a9-47d0-8b4c-6e330a87faae,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
15796f10-719c-4987-8785-62f4ccc3b0c8,1,1,5,2,1,1,1,1,0,0,0.056179775280898875,0.2,5,18.2561797752809,3.0
15c5b6a2-c792-412c-84fa-570d4247f774,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
16252cae-ac9f-4afa-a449-30b3b64fc5ab,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,2.0,0.0
1642c954-4b15-48dc-8c01-867641762b14,1,0,5,0,0,0,1,0,0,0,0.0,0.0,5,12.0,2.0
16693e19-a74c-442f-bf38-987c0bec2bca,1,0,5,2,1,0,1,0,0,0,0.028089887640449437,0.4,1,11.42808988764045,2.0
167da42b-172c-4ed7-8a6c-5c094c69ac7c,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
168cbea9-7a79-4d47-8aff-7d4c67e317ea,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
16c487d5-f177-4612-84c9-5d32fae06f66,1,0,0,2,0,1,1,1,0,0,0.0,0.0,0,6.0,1.0
16db8bf7-8c5d-4f2f-8974-242871b55ea7,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
1713b389-851e-4683-8cb3-8af87afb90a2,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
