,about,demographic,ispublic,coverphoto,stages,hiresphotos,medialinks,headline,preferredpronouns,diversitytagids,eventnumber,venuenumber,links,Artist_Score,Profile_Rating
3dafaa9d-6b50-4241-b86f-1e1081406e76,1,0,5,2,0,1,1,1,0,0,0.042134831460674156,0.2,5,16.242134831460675,3.0
3e4d37d5-162c-451e-a4f8-0e43ef71092f,1,1,5,2,1,1,1,1,1,1,0.0,0.0,4,19.0,3.0
3e57b372-0ba2-43fc-b8e5-fff85c0e2dc9,1,0,5,2,0,0,1,0,0,0,0.0,0.0,2,11.0,2.0
3e746462-4d4e-4747-920f-e1e29c4e8d14,1,1,5,2,1,1,1,1,1,1,0.014044943820224719,0.2,5,20.214044943820223,4.0
3e9b0f76-6a7e-442b-9048-e7de81c81b42,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
3e9c7929-413a-4b1c-af54-eaa6a21d8c86,1,1,5,2,1,1,1,1,0,1,0.0,0.0,5,19.0,3.0
3ece1cc2-7a1b-426f-ab56-e434f34e697e,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0
3ef7199e-efdf-4314-88fc-0cccdd3bf8fb,0,0,0,2,1,0,1,0,0,0,0.028089887640449437,0.2,0,4.22808988764045,1.0
3efc5be8-b5f6-41de-8917-a01d9e05b729,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
3f0b2763-ee05-4386-b9c4-4d4bbd91f0f6,1,0,5,2,0,1,1,1,0,0,0.0,0.0,0,11.0,2.0
3f24b7f5-0f92-493e-93fb-97af423f4e48,0,0,5,2,0,1,1,0,0,1,0.0,0.0,5,15.0,3.0
3f265bdb-1249-4544-be38-153476068555,0,0,0,2,0,1,0,0,0,0,0.042134831460674156,0.4,0,3.442134831460674,1.0
3f456c1f-c5d8-47d2-86fd-b0aca89f7e25,1,0,0,2,1,1,1,1,0,0,0.0,0.0,0,7.0,1.0
3f52623c-b1e0-4848-9a4f-e60117e6e965,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,2.0,0.0
3f94e7df-8a3d-4fa5-be42-1376ec068771,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
3f9dc73c-ab9b-4e23-99e5-a4e9855ababd,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
3fba5665-dee6-40e4-8656-7d2a69f0c1c2,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,4,15.214044943820223,3.0
3fbe07bc-3b01-4f0e-aabb-ec89dcfdac2e,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
3fd037f5-041a-4543-a607-bc669823987b,1,0,5,0,0,0,1,1,0,1,0.0,0.0,5,14.0,2.0
4067365a-c306-454a-b4fa-a35d0ca478d6,1,1,5,2,1,1,1,1,0,1,0.449438202247191,1.2,5,20.64943820224719,4.0
4074f3df-ab94-46e9-8173-05dff98ce742,1,0,5,0,1,0,1,1,0,0,0.0,0.0,5,14.0,2.0
407f6ab6-fa91-4770-a46a-264395e7cc0b,1,0,5,2,0,0,1,0,0,0,0.0,0.0,2,11.0,2.0
40b2f05a-d249-40e8-8f66-1cc910b323ec,1,0,5,2,1,0,1,0,0,0,0.014044943820224719,0.2,2,12.214044943820223,2.0
410b1845-3e2a-4ee9-a376-e1427fb3e436,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
410f0add-d88a-4080-a0d8-cb2f585c72c2,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,5,16.214044943820223,3.0
41155f4d-ae1e-4b99-a4b7-c31f9be701e2,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
412a34ff-36e1-473d-a6a0-9f4df26db734,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
413218fd-35db-4b3a-bdd0-b9486b4d7e4a,1,1,5,2,1,1,1,1,0,1,0.014044943820224719,0.2,5,19.214044943820223,3.0
4146c726-5c35-4ba9-ab3e-699868480a8d,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0
41cb16b6-6614-4302-8d9e-419ccb3dc44b,0,0,5,0,0,0,1,0,0,0,0.014044943820224719,0.2,2,8.214044943820225,1.0
41cc8760-3ebe-4c76-beba-10eba82ed8a8,1,1,5,2,1,1,1,1,0,1,0.0,0.0,5,19.0,3.0
41e00502-7fae-4f8e-ae3e-5c82fe6c0076,1,0,5,2,0,1,1,0,0,1,0.0,0.0,5,16.0,3.0
41f9583e-5533-41ae-8341-94b6084cf305,1,0,5,0,0,0,1,1,0,0,0.0,0.0,4,12.0,2.0
4222e49d-07a7-42f3-9e0c-b0a03d59fd63,1,0,5,0,0,0,1,1,0,0,0.0,0.0,2,10.0,2.0
42499566-8f95-4dc1-9dd4-0479a97aa0d6,1,0,0,2,0,1,1,1,0,0,0.0,0.0,0,6.0,1.0
428447b0-0857-48b1-a97d-b8985ce0c9f1,1,0,0,0,0,0,1,1,0,0,0.0,0.0,0,3.0,1.0
42a17c51-7f48-427f-a8c8-66daef45f948,1,1,5,2,1,1,1,1,0,1,0.056179775280898875,0.6,5,19.656179775280897,3.0
42ab55d3-55ab-41aa-95ae-7cfa307f01ff,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
42f164e9-c052-4279-94a3-91269838a91a,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
42f89e8b-b818-44ea-ade3-125b15854d03,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
4316799a-f1a4-422d-a61a-4910a24c7348,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
432a2b15-a294-4f42-85cd-082193a8582a,1,0,5,0,0,0,1,1,0,0,0.0,0.0,4,12.0,2.0
4335b938-ed8e-4ad3-aa76-a0214ae8decf,1,0,5,2,1,1,1,1,0,0,0.0702247191011236,0.4,5,17.470224719101125,3.0
433a2ddf-6085-48e4-be3f-3e6df327d67b,1,0,5,2,0,0,0,0,0,0,0.028089887640449437,0.4,0,8.42808988764045,1.0
435ef73d-fad8-4723-ab07-0d6cefaffb30,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
43772ac0-f3c9-4f4f-b391-87f098ad2271,1,0,5,2,1,0,1,0,0,1,0.014044943820224719,0.2,0,11.214044943820223,2.0
43aba582-bd0c-4ce9-8281-ead08e31e527,1,1,5,2,1,1,1,1,0,1,0.014044943820224719,0.2,3,17.214044943820223,3.0
43b9f42d-c2af-437d-a52a-7e7ee099c7cd,1,0,5,2,1,1,1,1,0,1,0.014044943820224719,0.2,3,16.214044943820223,3.0
43c8fa2c-93d3-44aa-bcd9-2ad9cbfb7f10,1,0,5,2,0,1,1,1,0,0,0.0,0.0,4,15.0,3.0
43fe97e3-821b-4505-8157-64e9c0cec230,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
44193269-e2e4-49fc-bfe9-b3108347d2d1,1,1,5,2,1,1,1,1,0,0,0.3651685393258427,1.6,5,19.965168539325845,4.0
4420cc83-af44-4f8b-b288-49a55abd08cd,0,0,5,2,1,1,1,1,0,0,0.0,0.0,5,16.0,3.0
442b0e60-34fe-4159-8ceb-742ef76d32fa,1,0,0,0,0,0,1,1,0,0,0.0,0.0,0,3.0,1.0
443939b2-1497-4308-a0a2-0bc550825594,0,0,5,2,1,1,1,1,0,0,0.0,0.0,5,16.0,3.0
44f17598-efd3-478a-82df-9bf4501fe0d8,1,1,5,2,1,1,1,1,0,0,0.08426966292134831,0.6,5,18.68426966292135,3.0
4547c617-0f02-426f-bd2c-1208204f9a00,1,1,5,2,1,1,1,1,0,0,0.028089887640449437,0.4,5,18.42808988764045,3.0
454bab7e-6c2d-4e3d-b438-10d4108882a5,0,0,0,2,1,1,1,0,0,0,0.0,0.0,0,5.0,1.0
455e6729-33d9-48dc-b616-48e8d2ad7670,1,0,5,2,1,0,1,1,0,0,0.0,0.0,3,14.0,2.0
456ce289-de62-4c2f-995f-e8ee7c649220,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
45e95387-f495-41e3-8b4a-feba4ee0f6d5,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
4600bafd-cd4d-465e-93e3-1eb493088d32,1,1,0,2,1,0,1,0,0,0,0.0,0.0,0,6.0,1.0
460902f0-36f7-487c-97ee-7a35adc418c1,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
460cbb3b-6af4-45f3-ba61-a0fffedecf16,1,0,5,0,1,0,1,1,0,0,0.0,0.0,4,13.0,2.0
463ab48d-79b7-46cd-ba36-19a23c3654ef,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
46521728-7ac7-4ccc-893a-d90b6d6db3c1,1,0,5,2,1,1,1,1,1,1,0.056179775280898875,0.4,5,19.4561797752809,3.0
46588668-4b3b-436b-ab91-ac274289221c,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
466069fa-65d9-42dc-92f2-aa58046d2c53,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
467f70f3-edf1-44d5-b508-263c865dce04,0,0,5,0,0,0,1,0,0,0,0.0,0.0,0,6.0,1.0
46a1a3c1-e4e7-4311-bcc7-5df9bbf29ce6,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
46a6f4e7-21e2-4f99-8fa0-d12f54953dcf,1,0,5,2,0,0,1,1,1,1,0.0,0.0,5,17.0,3.0
46af29b6-913a-482a-9aa8-907e33b1dca8,1,1,5,2,1,1,1,1,0,0,0.0,0.0,3,16.0,3.0
46d1e47d-265a-4942-9492-394fe7c1e522,1,0,5,2,0,0,1,1,0,1,0.0,0.0,3,14.0,2.0
46df4ca9-5371-407c-885b-3f3af1e5aa36,1,0,5,2,1,1,1,1,1,1,0.042134831460674156,0.2,5,19.242134831460675,3.0
470e437d-8545-4a81-b3da-ea1697dd5bd5,1,0,5,2,1,1,1,1,0,0,0.0,0.0,3,15.0,3.0
475f9103-7b7d-441a-91b7-1a03d8f8f183,1,0,5,2,0,1,1,1,0,0,0.028089887640449437,0.0,5,16.028089887640448,3.0
476bd6e1-dc03-4f82-bb37-962f8596a2d3,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
47a51170-cc9f-40d3-99f9-d6c4255713ab,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
47b5a795-9d97-4398-8baf-07dbe6430c3d,1,0,5,2,0,0,1,1,0,0,0.0,0.0,4,14.0,2.0
47ed9621-176c-4b40-b65f-6f19c75c3ff0,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,18.214044943820223,3.0
47fc279d-551e-4c00-9e09-7303b018bd06,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
47fc5258-dd20-4d6f-9508-fa4b97e5962e,1,0,5,2,1,1,1,1,0,0,0.028089887640449437,0.2,5,17.22808988764045,3.0
480a8f55-8575-43af-85e7-d12eb7a59935,1,1,5,2,1,0,1,1,0,0,0.0,0.0,5,17.0,3.0
480c7fd4-bdbe-42bd-8863-ce16b7248d8f,1,0,5,2,0,1,1,1,0,1,0.0,0.0,0,12.0,2.0
4829c3fe-329e-463c-8872-6895b566a900,0,0,0,2,1,0,1,1,0,0,0.014044943820224719,0.2,0,5.214044943820225,1.0
486d2673-8db0-44a4-862f-2a6f4f967fc5,1,0,5,2,1,1,1,1,1,1,0.028089887640449437,0.2,5,19.22808988764045,3.0
48d258a3-d641-4474-91f7-bc755293da3b,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
48e7c7b6-0e13-4159-bc80-5e1e23c8d933,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
49156d66-bef9-4ab4-ba19-6c54813f34db,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
492cb4f0-0bbe-4064-ae9e-f7ad36b6b2d5,1,0,5,2,0,1,1,0,0,0,0.0,0.0,5,15.0,3.0
49338354-c9a5-4934-bada-defffc16c6ca,0,0,5,0,0,0,1,0,0,0,0.0,0.0,5,11.0,2.0
4943aedf-631b-4501-b8d5-2a06038b94c6,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
4945730c-9b46-4917-86b2-a6bbcef0a948,1,1,5,2,1,1,1,1,0,0,0.1404494382022472,0.8,5,18.940449438202247,3.0
496b7c26-5e74-426b-894b-b169b00d616c,1,1,0,2,1,1,1,1,0,0,0.0,0.0,0,8.0,1.0
4980607b-4bed-4d17-9ea3-4e1d80174ca9,0,0,5,2,0,0,1,1,0,0,0.014044943820224719,0.2,5,14.214044943820223,3.0
498e331e-2cff-40fe-9d36-0e1531bcb84a,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
49ceef27-a3b4-4d6e-bd7b-912077e76a40,1,0,0,2,1,1,1,0,0,0,0.0,0.0,0,6.0,1.0
49dab9fa-cbeb-44eb-893a-55db94628664,1,0,5,2,0,1,1,0,0,0,0.0,0.0,3,13.0,2.0
4a1811ea-9515-40a5-9a5d-b0cba1147c9e,1,0,5,2,0,0,1,1,0,1,0.028089887640449437,0.4,1,12.42808988764045,2.0
4a2ab9cf-085a-4653-99b8-4b1de552e45f,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0
4a670e38-6aeb-4d7e-b49e-9390482144ce,1,0,5,2,0,1,1,1,0,1,0.0,0.0,5,17.0,3.0
4ab53651-ae80-43d9-a2fd-13e69f73c297,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
4ad294dd-1138-496c-9c2e-38035c485f32,1,0,5,2,0,1,1,1,0,1,0.056179775280898875,0.0,5,17.0561797752809,3.0
4ad60aa6-82b1-419c-a398-6d566ea11e27,0,0,0,2,1,1,1,1,0,0,0.2808988764044944,0.2,0,6.480898876404495,1.0
4aea3e21-fa39-462a-9f35-16498e3c303b,1,0,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,17.214044943820223,3.0
4b1eaed2-1357-4419-86f9-673bfe9033b2,1,0,5,2,1,0,1,1,0,0,0.0,0.0,2,13.0,2.0
4b1ff21b-7d7b-4754-aae6-1f4614e7ada0,0,0,5,0,0,0,1,0,0,1,0.014044943820224719,0.2,0,7.214044943820225,1.0
4b4eea55-151b-4f68-98bd-da4e430a47e3,1,0,5,0,0,0,1,1,0,1,0.0,0.0,0,9.0,2.0
4b637c57-0317-43c7-8d3f-defc67c5605f,1,0,5,2,0,1,1,1,0,0,0.0,0.0,4,15.0,3.0
4b6be6d0-78ff-496c-863c-2d8e4d7a8909,1,1,5,2,1,0,1,1,0,0,0.028089887640449437,0.2,4,16.22808988764045,3.0
4b976e1c-165b-4336-9276-517c71c00d4f,1,1,5,2,1,1,1,1,0,1,0.0,0.0,5,19.0,3.0
4b98d6f0-87ad-436d-a671-541d43377e8b,1,0,5,2,0,1,1,1,0,0,0.056179775280898875,0.2,5,16.2561797752809,3.0
4bbea713-7933-40a5-929a-07090abcd961,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
4bc84f0b-f7d0-45b4-9f74-381c92fbf9d5,1,1,5,2,1,1,1,1,0,0,0.18258426966292135,1.2,5,19.38258426966292,3.0
4bce9fc9-6a03-46a8-bcbf-3924552db341,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,5,16.214044943820223,3.0
4bd4501e-5bd0-4e5a-9708-1b00fb970e20,1,0,5,2,0,1,1,1,1,1,0.0,0.0,5,18.0,3.0
4c4141a8-251c-456d-bf58-b45a828504c8,1,1,5,2,1,0,1,0,0,0,0.0,0.0,2,13.0,2.0
4c538d4b-1435-4967-8bce-cadb64e66c2d,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,4,17.214044943820223,3.0
4c571127-092a-4682-82de-edadddf42e94,1,0,5,2,0,0,1,1,0,0,0.028089887640449437,0.2,2,12.228089887640449,2.0
4cbd7d2d-dbec-40dc-907e-c7212ac0dfaf,1,0,5,0,0,0,1,1,0,1,0.0,0.0,4,13.0,2.0
4d0daf9c-c7ae-4edc-ac90-2f58df6a9fb6,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
4d0fb959-7e4e-4b29-bec2-7b86f6ccdef5,1,1,5,2,1,1,1,1,0,0,0.042134831460674156,0.4,5,18.442134831460674,3.0
4d682e0c-cd39-42c2-906c-dd45b7a95c78,1,0,5,2,0,0,0,0,0,0,0.0,0.0,0,8.0,1.0
4d7b4262-8383-48ca-88ef-e68e8e8d5fb9,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.0,5,16.014044943820224,3.0
4d83cdbe-6d26-4698-85f9-76a1272db4a3,0,0,5,2,0,0,1,0,0,0,0.0,0.0,5,13.0,2.0
4d899b25-5108-446d-b739-250cbf1ab5dc,1,1,5,2,1,1,1,1,0,0,0.028089887640449437,0.4,5,18.42808988764045,3.0
4dab0258-248a-4300-99b7-8d7e8574c291,1,0,5,2,0,0,1,1,0,0,0.0,0.0,4,14.0,2.0
4dcc454b-6f6e-457f-893f-dfc63c87803f,1,0,0,0,0,0,1,0,0,0,0.014044943820224719,0.2,0,2.214044943820225,0.0
4dd70087-b403-43ca-808b-1a605e91a74c,1,0,0,0,0,0,1,0,0,0,0.014044943820224719,0.2,0,2.214044943820225,0.0
4deee710-0bd1-46bc-a16f-11fa81cb1987,1,1,5,2,1,0,1,0,0,0,0.0,0.0,1,12.0,2.0
4e23edb2-ed33-409f-b1e0-ab33e898d269,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
4e6226ee-8034-4786-a5d7-b4b5cb8286cd,1,1,5,2,1,1,1,1,0,1,0.0,0.0,2,16.0,3.0
4e753dff-6b75-4a7f-b276-fb9d7216ed9d,1,0,5,2,1,1,1,1,0,0,0.042134831460674156,0.2,5,17.242134831460675,3.0
4e79ab5e-9532-4ef7-8677-baac35a05de8,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
4e928475-d526-47da-8450-5f59dec86ea5,1,1,5,2,1,0,1,0,0,0,0.014044943820224719,0.2,2,13.214044943820223,2.0
4edc5834-5c6a-41e6-87cc-9d7f5eee8b3e,1,0,5,2,0,0,1,1,0,0,0.0,0.0,5,15.0,3.0
4f21c969-5db4-499f-8b76-c14dae82fc42,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,5,16.214044943820223,3.0
4f4abc90-4b72-4c12-8da1-3d701927044c,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0
4f4e0ff7-ad6f-4b29-97d5-aee6a44a7759,1,0,5,2,0,1,1,1,0,0,0.0,0.0,3,14.0,2.0
4f54a659-f50c-40fd-a1c2-2edc1e252587,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
4f5bd27a-a7b9-4382-8c9a-78538a139900,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,18.214044943820223,3.0
4f834e81-ba1d-49e9-8843-434fc484b77e,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0
4f984269-7192-4387-92fb-4f7bebdd7514,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,5,16.214044943820223,3.0
4fc4903c-d8c8-4dac-80f0-125bc28f744b,1,1,5,2,1,1,1,1,0,1,0.014044943820224719,0.2,5,19.214044943820223,3.0
4ff8c43b-7fe4-47c7-93fd-a12903c252c4,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
501642c1-365a-41c8-a241-589a6e17f92f,1,0,5,0,0,0,1,1,1,1,0.0,0.0,2,12.0,2.0
50214023-20d0-46c1-8865-22ac2e2f567e,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
5035abea-6d4e-4b48-8cda-a54bb35227e9,1,0,5,2,0,1,1,1,0,1,0.014044943820224719,0.2,5,17.214044943820223,3.0
5069c92d-c4a1-4359-a27a-5b8f063fb9bc,1,0,5,2,0,1,1,1,0,1,0.042134831460674156,0.6,5,17.642134831460673,3.0
50717e0e-ad0f-4bad-8641-ccb2547ebb73,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
50769349-e451-456e-a0ac-95fbaccaea73,1,0,5,2,1,1,1,1,1,1,0.0,0.0,5,19.0,3.0
507e5d8b-f40d-43b3-818c-d262bbd00e20,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
50956706-7bcd-428b-a797-9548d975c0cf,1,1,5,2,1,0,1,1,0,0,0.014044943820224719,0.2,4,16.214044943820223,3.0
50c5d300-42ba-4197-aa85-4a0d6b280fb8,1,1,5,2,1,1,1,1,0,0,0.0,0.0,3,16.0,3.0
50e4c137-2da8-4cfc-9c69-b51ba86d6971,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
50e6e118-f140-43cc-8dac-6b10206b30de,1,0,5,2,0,0,1,1,0,0,0.028089887640449437,0.2,5,15.228089887640449,3.0
50f2ebbd-5d63-4654-aab2-02d23a849621,1,0,5,2,1,0,1,1,0,0,0.056179775280898875,0.4,5,16.4561797752809,3.0
50fdfe1c-5184-46d2-9b6c-5009e7cb13b4,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0
5106d030-04ff-47fe-a397-ca1135c66c9d,1,0,5,2,1,0,1,1,0,0,0.056179775280898875,0.6,5,16.656179775280897,3.0
511c962d-680f-4118-9da5-273d910cb013,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
51225679-f635-4c5e-868e-0f00313e2598,1,1,5,2,1,1,1,1,0,0,0.028089887640449437,0.2,1,14.228089887640449,3.0
515f2c61-c3cc-4985-8b08-2980f11f9073,1,0,5,2,1,0,1,1,0,1,0.0,0.0,5,17.0,3.0
516161fb-cf90-4ca1-9fd6-ae218e538272,1,0,5,2,1,1,1,1,0,0,0.028089887640449437,0.2,5,17.22808988764045,3.0
516cb58c-561c-43bb-8bb8-ec8fee508311,1,0,5,0,0,0,1,1,0,1,0.0,0.0,0,9.0,2.0
516f5368-9366-4251-87c7-509cada957d3,1,0,5,0,0,0,1,1,0,0,0.0,0.0,5,13.0,2.0
51b8d5f2-683b-4ed7-8d88-0ab1d046d22f,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
5213449c-7744-4706-ab5c-7c09e0468391,1,0,5,2,0,1,1,1,0,1,0.0,0.0,4,16.0,3.0
5232c463-ed64-40a4-a28d-6d19ed0b3d6e,1,0,5,2,1,1,1,1,0,0,0.08426966292134831,0.4,5,17.48426966292135,3.0
526aec6c-5fe6-4116-adfe-7e93720c37e5,1,0,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,17.214044943820223,3.0
52773dd2-dba3-42c8-b4b1-e177074ad7ed,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
529b42c5-b1ea-4a79-bc01-7c9f3b08d0ba,1,0,0,0,0,0,1,0,0,0,0.014044943820224719,0.2,0,2.214044943820225,0.0
52a9404c-faf0-47d3-bde9-981559ded01c,1,0,5,2,1,0,1,1,0,0,0.0,0.0,5,16.0,3.0
52b957bf-1cc0-4992-8570-2d27d7ca7493,1,1,5,2,1,1,1,1,0,1,0.042134831460674156,0.0,5,19.04213483146067,3.0
52e3fb37-38a2-4525-a605-afd142f895e3,1,1,5,2,1,1,1,1,1,1,0.014044943820224719,0.2,5,20.214044943820223,4.0
52e609d9-0570-40b6-8655-7b81e6778edd,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
52e869a2-b9d3-412b-bade-f9a5b825fd61,1,1,5,2,1,1,1,1,0,0,0.028089887640449437,0.4,5,18.42808988764045,3.0
52f2e4aa-6546-4d48-b37d-1071bd8a9be8,1,0,0,2,1,1,1,0,0,0,0.0,0.0,0,6.0,1.0
5308ae0a-102b-4a6d-8bda-7353a1aa3085,1,0,5,2,1,1,1,1,0,1,0.0,0.0,5,18.0,3.0
530f7766-2645-41fb-9eaf-5bc6968d0e35,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0
5340b10b-5e37-44b7-b9bc-1352349cdc2c,1,0,5,0,0,0,1,1,0,0,0.014044943820224719,0.2,5,13.214044943820223,2.0
53a17526-45c1-49ad-bb6d-cc469c300cc2,1,0,5,2,0,1,1,1,0,0,0.1404494382022472,0.6,5,16.740449438202248,3.0
53a45a21-d1a0-45bc-82a0-18f9f5d20e2e,1,0,5,0,0,0,1,1,0,0,0.0,0.0,0,8.0,1.0
53acc3e7-ebc8-42bf-b78e-0d600c044467,1,1,5,2,1,1,1,1,0,0,0.0,0.0,3,16.0,3.0
53e2c80b-667d-47bd-bf0f-e6f241b62aa3,0,0,5,2,0,1,1,0,0,0,0.0,0.0,4,13.0,2.0
53e2d376-68e3-458c-9dd5-a4d4d10045ad,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
53e5a5c0-c3a4-4cf6-ab0d-3342c323c6a1,1,1,5,2,1,1,1,1,0,1,0.6882022471910112,2.8000000000000003,5,22.488202247191012,4.0
53ee4cc9-959d-4ae3-bae7-1a1851a9f6cb,1,0,5,2,1,0,1,1,0,0,0.0,0.0,5,16.0,3.0
542ebb33-e3f6-4f26-9d0b-8713f151d034,1,0,5,2,0,1,1,1,0,0,0.0,0.0,5,16.0,3.0
54368ae8-5715-46e5-a673-f65b30bfec43,1,0,5,2,0,0,0,0,0,0,0.042134831460674156,0.4,0,8.442134831460674,1.0
543c9ca0-5b67-4626-a82f-e446c5fb6a95,1,0,5,2,1,0,1,1,0,0,0.0,0.0,0,11.0,2.0
543e62be-8f6e-4903-8286-7285dd7b8037,1,0,5,2,0,1,1,1,0,0,0.014044943820224719,0.2,5,16.214044943820223,3.0
5453884c-cba3-4951-a02b-d8744dc32f3f,1,1,5,2,1,1,1,1,0,0,0.014044943820224719,0.2,5,18.214044943820223,3.0
54616650-bc45-4958-bb9b-06e9f30ea0d8,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
54a0a27c-4e3b-45dd-8705-bcccddca5f45,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0
54c29a88-fda3-43a1-b6ac-46efb5b8317f,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,3.0,1.0
54cc8e4d-95c2-4fd4-b203-b6d9d41799fe,1,0,5,2,0,1,1,1,0,0,0.0,0.0,4,15.0,3.0
54e47b7e-d9f1-4028-9e71-e3ad3cb866c5,1,0,5,2,1,1,1,1,0,0,0.0,0.0,5,17.0,3.0
54e95432-be34-42f7-959a-7e66a8e8a438,1,0,5,2,0,0,1,1,0,1,0.0,0.0,3,14.0,2.0
54f1581f-c1fc-4120-9772-f4de2a5f0f0a,1,0,0,0,0,1,1,0,0,0,0.014044943820224719,0.2,0,3.214044943820225,1.0
54f7f470-ff74-4cf9-8459-95c787be469b,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
5544a809-39d4-4bf2-89a5-ebb1f11e3900,1,1,5,2,1,1,1,1,0,1,0.0,0.0,5,19.0,3.0
554a77e7-7dbc-48ce-a9be-8928fed94d4e,1,1,5,2,1,1,1,1,0,0,0.0,0.0,5,18.0,3.0
556ba94a-0bf4-4bb2-a847-d55a2b63795b,1,0,0,0,0,0,0,0,0,0,0.014044943820224719,0.2,0,1.2140449438202248,0.0
5572ecbf-f37a-4df7-b3c6-4af11f0a9e26,1,1,5,2,1,1,1,1,0,0,0.0,0.0,2,15.0,3.0
